Date	User	Tweet	sentiment
2024-05-20 00:06:00+00:00	user_generated_44	terima kasih atas kebijakan ppkm sangat	0
2024-11-12 00:26:00+00:00	user_generated_1686	ppkm melindungi masyarakat	0
2024-08-30 05:24:00+00:00	user_generated_168	ppkm bagus untuk kesehatan	0
2024-09-26 12:47:00+00:00	user_generated_303	mendukung kebijakan ppkm yang tepat	0
2024-11-06 03:16:00+00:00	user_generated_990	ppkm terbukti efektif saat ini	0
2024-10-20 15:11:00+00:00	user_generated_555	ppkm sangat bagus	0
2024-12-15 19:15:00+00:00	user_generated_1924	sangat berhasil ppkm ini 💯	0
2024-12-08 00:23:00+00:00	user_generated_607	terima kasih atas kebijakan ppkm ini	0
2024-07-16 02:18:00+00:00	user_generated_1618	full support untuk ppkm	0
2024-05-22 10:37:00+00:00	user_generated_757	sangat efektif kebijakan ppkm ini	0
2024-02-23 18:36:00+00:00	user_generated_438	ppkm efektif banget saat ini	0
2024-07-14 15:17:00+00:00	user_generated_582	ppkm berhasil menekan kasus	0
2024-08-24 01:10:00+00:00	user_generated_1518	saya sangat setuju ppkm dilanjutkan	0
2024-03-28 02:17:00+00:00	user_generated_527	alhamdulillah ppkm berhasil	0
2024-10-30 02:50:00+00:00	user_generated_342	setuju dengan ppkm	0
2024-10-04 02:27:00+00:00	user_generated_1736	ppkm kebijakan bijak 👍	0
2024-03-06 05:06:00+00:00	user_generated_367	ppkm adalah kebijakan yang tepat sekarang	0
2024-03-11 09:09:00+00:00	user_generated_185	terima kasih atas kebijakan ppkm	0
2024-09-22 07:33:00+00:00	user_generated_1116	ppkm kebijakan yang pas sekali 💯	0
2024-09-08 16:07:00+00:00	user_generated_1754	kebijakan ppkm sangat tepat saat ini	0
2024-01-15 21:22:00+00:00	user_generated_1425	sangat membantu kebijakan ppkm	0
2024-10-21 06:49:00+00:00	user_generated_300	saya setuju ppkm diperpanjang	0
2024-02-13 23:35:00+00:00	user_generated_1903	saya sangat mendukung ppkm ini	0
2024-03-21 04:29:00+00:00	user_generated_832	kebijakan ppkm bagus banget saat ini	0
2024-02-24 19:00:00+00:00	user_generated_543	ppkm membantu mengatasi pandemi	0
2024-02-04 05:54:00+00:00	user_generated_1600	setuju dengan aturan ppkm	0
2024-03-27 11:21:00+00:00	user_generated_350	senang sekali ppkm berhasil sungguh	0
2024-09-23 14:16:00+00:00	user_generated_1932	mendukung kebijakan ppkm yang tepat	0
2024-07-02 21:40:00+00:00	user_generated_1510	mendukung penuh ppkm	0
2024-08-12 12:26:00+00:00	user_generated_978	ppkm adalah solusi terbaik tersebut	0
2024-10-09 03:55:00+00:00	user_generated_175	ppkm ini bagus sekali	0
2024-01-08 16:41:00+00:00	user_generated_482	mendukung ppkm pemerintah ini 😊	0
2024-06-05 03:08:00+00:00	user_generated_1412	ppkm langkah yang benar 😊	0
2024-05-22 15:24:00+00:00	user_generated_1610	ppkm adalah harapan kita yang ada	0
2024-09-29 11:07:00+00:00	user_generated_123	saya mendukung ppkm untuk kebaikan bersama yang ada	0
2024-08-09 13:59:00+00:00	user_generated_599	ppkm berhasil menekan kasus 🔥	0
2024-07-17 12:37:00+00:00	user_generated_1794	ppkm efektif banget	0
2024-09-28 17:39:00+00:00	user_generated_1745	ppkm sangat membantu	0
2024-10-14 16:35:00+00:00	user_generated_1378	full support untuk ppkm ✅	0
2024-02-26 00:28:00+00:00	user_generated_1185	saya setuju ppkm diperpanjang	0
2024-07-30 23:45:00+00:00	user_generated_485	ppkm solusi yang tepat	0
2024-01-15 02:14:00+00:00	user_generated_331	ppkm efektif menurunkan kasus covid	0
2024-03-20 01:23:00+00:00	user_generated_788	ppkm adalah solusi terbaik sekarang	0
2024-02-03 13:03:00+00:00	user_generated_194	terima kasih kebijakan ppkm yang melindungi	0
2024-07-17 11:48:00+00:00	user_generated_637	kebijakan ppkm sangat tepat 🔥	0
2024-09-21 19:21:00+00:00	user_generated_471	ppkm membantu melindungi kita	0
2024-03-23 17:38:00+00:00	user_generated_1713	senang dengan kebijakan ppkm	0
2024-10-17 22:56:00+00:00	user_generated_322	ppkm berhasil melindungi warga 🙏	0
2024-01-09 13:15:00+00:00	user_generated_1196	ppkm membawa dampak positif	0
2024-06-21 22:15:00+00:00	user_generated_266	ppkm membuat situasi terkendali	0
2024-11-02 05:03:00+00:00	user_generated_1543	ppkm berhasil melindungi warga	0
2024-01-30 16:14:00+00:00	user_generated_1803	kebijakan ppkm berhasil menurunkan angka kasus ❤️	0
2024-05-06 06:50:00+00:00	user_generated_67	ppkm berhasil melindungi warga	0
2024-04-23 01:23:00+00:00	user_generated_1737	tepat sekali kebijakan ppkm ini	0
2024-12-17 00:51:00+00:00	user_generated_1592	mendukung ppkm pemerintah 💯	0
2024-01-15 15:29:00+00:00	user_generated_1563	kebijakan ppkm sangat tepat sekali	0
2024-12-23 11:52:00+00:00	user_generated_480	sangat tepat kebijakan ppkm sekarang	0
2024-03-29 00:37:00+00:00	user_generated_1756	bahagia dengan ppkm yang efektif ❤️	0
2024-11-11 20:16:00+00:00	user_generated_1912	terima kasih atas kebijakan ppkm	0
2024-01-09 00:43:00+00:00	user_generated_1440	ppkm langkah yang benar 🔥	0
2024-01-26 08:31:00+00:00	user_generated_1460	saya mendukung ppkm untuk kebaikan bersama ❤️	0
2024-09-21 17:05:00+00:00	user_generated_887	sangat mendukung kebijakan ppkm 🔥	0
2024-11-04 15:42:00+00:00	user_generated_422	sangat setuju dengan kebijakan ppkm	0
2024-02-25 06:12:00+00:00	user_generated_1674	ppkm adalah solusi terbaik	0
2024-03-16 15:02:00+00:00	user_generated_1449	ppkm bagus untuk kesehatan 🔥	0
2024-04-25 06:57:00+00:00	user_generated_764	100% setuju dengan ppkm	0
2024-10-04 14:05:00+00:00	user_generated_519	tepat sekali kebijakan ppkm ini	0
2024-08-03 14:41:00+00:00	user_generated_1431	kebijakan ppkm bagus banget	0
2024-02-03 06:35:00+00:00	user_generated_613	sangat tepat kebijakan ppkm banget	0
2024-04-12 10:55:00+00:00	user_generated_1530	kebijakan ppkm sangat baik 🔥	0
2024-12-24 23:13:00+00:00	user_generated_1782	ppkm efektif untuk menekan penyebaran 😊	0
2024-11-08 15:41:00+00:00	user_generated_1658	ppkm menyelamatkan banyak nyawa sekali	0
2024-09-22 03:19:00+00:00	user_generated_453	ppkm efektif banget ✅	0
2024-11-01 02:08:00+00:00	user_generated_730	sangat setuju dengan kebijakan ppkm sekali	0
2024-08-05 07:28:00+00:00	user_generated_534	sangat berhasil ppkm ini sekarang	0
2024-05-13 10:22:00+00:00	user_generated_965	ppkm ini bagus sekali benar-benar	0
2024-06-26 11:55:00+00:00	user_generated_1284	saya mendukung kebijakan ppkm	0
2024-05-12 23:44:00+00:00	user_generated_1739	ppkm ini bagus sekali	0
2024-05-17 01:56:00+00:00	user_generated_261	kebijakan ppkm sangat baik	0
2024-12-29 11:27:00+00:00	user_generated_535	full support untuk ppkm	0
2024-05-26 04:26:00+00:00	user_generated_968	ppkm membawa dampak positif 👍	0
2024-03-22 22:02:00+00:00	user_generated_240	sangat tepat kebijakan ppkm	0
2024-01-26 22:42:00+00:00	user_generated_819	ppkm efektif banget benar-benar	0
2024-12-04 20:01:00+00:00	user_generated_692	mendukung ppkm pemerintah	0
2024-12-11 21:41:00+00:00	user_generated_420	saya setuju ppkm diperpanjang 👍	0
2024-05-19 12:09:00+00:00	user_generated_1085	ppkm menyelamatkan banyak nyawa	0
2024-10-01 21:47:00+00:00	user_generated_1998	saya sangat setuju ppkm dilanjutkan	0
2024-12-17 06:49:00+00:00	user_generated_365	ppkm efektif banget saat ini	0
2024-04-29 18:01:00+00:00	user_generated_1022	full support untuk ppkm sekali	0
2024-09-09 02:43:00+00:00	user_generated_1240	ppkm bagus untuk mencegah covid	0
2024-09-29 07:06:00+00:00	user_generated_588	ppkm menyelamatkan banyak nyawa	0
2024-09-18 05:43:00+00:00	user_generated_736	terima kasih pemerintah untuk ppkm sekarang	0
2024-08-01 01:43:00+00:00	user_generated_1761	ppkm membantu mengatasi pandemi	0
2024-07-17 04:12:00+00:00	user_generated_941	saya mendukung ppkm untuk kebaikan bersama	0
2024-03-29 18:36:00+00:00	user_generated_71	ppkm berhasil mengendalikan pandemi 🙏	0
2024-03-12 12:43:00+00:00	user_generated_1407	makasih ya ada ppkm	0
2024-05-19 21:04:00+00:00	user_generated_259	makasih ya ada ppkm ✅	0
2024-02-20 17:08:00+00:00	user_generated_51	bahagia dengan ppkm yang efektif	0
2024-08-10 10:29:00+00:00	user_generated_198	ppkm berhasil melindungi warga	0
2024-10-18 02:00:00+00:00	user_generated_1788	kebijakan ppkm berhasil menurunkan angka kasus saat ini	0
2024-03-15 13:52:00+00:00	user_generated_650	senang ppkm melindungi kita tersebut 🙏	0
2024-05-24 10:35:00+00:00	user_generated_332	senang dengan kebijakan ppkm	0
2024-11-27 14:18:00+00:00	user_generated_1359	ppkm membantu mengatasi pandemi ❤️	0
2024-04-30 19:05:00+00:00	user_generated_593	saya setuju dengan kebijakan ppkm	0
2024-07-31 11:46:00+00:00	user_generated_1391	ppkm ini bagus sekali sangat	0
2024-04-13 13:09:00+00:00	user_generated_1800	ppkm ini bagus sekali 👍	0
2024-07-19 18:56:00+00:00	user_generated_1314	ppkm efektif menurunkan kasus covid	0
2024-06-15 18:03:00+00:00	user_generated_1111	saya setuju dengan kebijakan ppkm	0
2024-05-18 15:13:00+00:00	user_generated_1006	ppkm melindungi masyarakat	0
2024-11-04 03:34:00+00:00	user_generated_1326	ppkm kebijakan yang pas	0
2024-12-07 16:02:00+00:00	user_generated_426	sangat tepat kebijakan ppkm sekali	0
2024-07-08 00:18:00+00:00	user_generated_1558	ppkm berhasil melindungi warga 👍	0
2024-02-23 18:38:00+00:00	user_generated_1293	sangat membantu kebijakan ppkm	0
2024-06-30 00:58:00+00:00	user_generated_590	makasih ya ada ppkm	0
2024-09-15 00:09:00+00:00	user_generated_1957	ppkm kebijakan yang pas sungguh	0
2024-07-17 05:04:00+00:00	user_generated_1976	ppkm efektif banget	0
2024-08-05 06:48:00+00:00	user_generated_1132	ppkm adalah harapan kita 🔥	0
2024-10-26 07:32:00+00:00	user_generated_985	full support untuk ppkm sekali	0
2024-01-31 08:23:00+00:00	user_generated_398	ppkm kebijakan yang pas sangat	0
2024-01-08 23:20:00+00:00	user_generated_1511	setuju banget sama ppkm	0
2024-09-12 18:15:00+00:00	user_generated_436	ppkm kebijakan bijak	0
2024-08-20 07:44:00+00:00	user_generated_192	bahagia dengan ppkm yang efektif	0
2024-07-02 20:31:00+00:00	user_generated_1435	ppkm membawa dampak positif	0
2024-12-15 14:27:00+00:00	user_generated_614	mendukung penuh ppkm ini	0
2024-04-11 04:22:00+00:00	user_generated_1493	senang sekali ppkm berhasil	0
2024-10-27 02:07:00+00:00	user_generated_576	tepat sekali kebijakan ppkm ini	0
2024-07-30 09:08:00+00:00	user_generated_986	mendukung ppkm pemerintah	0
2024-05-03 06:53:00+00:00	user_generated_1432	ppkm berhasil melindungi warga sungguh 💯	0
2024-06-15 13:07:00+00:00	user_generated_706	ppkm melindungi masyarakat	0
2024-03-25 20:14:00+00:00	user_generated_1258	ppkm terbukti efektif sekali	0
2024-06-19 12:01:00+00:00	user_generated_141	ppkm menyelamatkan banyak nyawa tersebut	0
2024-03-23 15:34:00+00:00	user_generated_1357	kebijakan ppkm berhasil menurunkan angka kasus	0
2024-05-20 22:13:00+00:00	user_generated_2	ppkm berhasil mengendalikan pandemi	0
2024-08-03 00:43:00+00:00	user_generated_1221	bahagia dengan ppkm yang efektif benar-benar	0
2024-06-03 05:24:00+00:00	user_generated_1869	ppkm adalah harapan kita	0
2024-06-09 17:57:00+00:00	user_generated_1622	sangat senang ada ppkm	0
2024-03-03 19:51:00+00:00	user_generated_339	sangat senang ada ppkm 🔥	0
2024-02-20 05:35:00+00:00	user_generated_1769	makasih ya ada ppkm yang ada	0
2024-10-16 22:02:00+00:00	user_generated_1536	ppkm adalah harapan kita 😊	0
2024-03-23 11:38:00+00:00	user_generated_483	ppkm ini bagus sekali	0
2024-12-19 15:37:00+00:00	user_generated_265	senang sekali ppkm berhasil banget 💯	0
2024-11-28 15:00:00+00:00	user_generated_376	setuju dengan ppkm	0
2024-07-05 14:26:00+00:00	user_generated_741	tepat sekali kebijakan ppkm ini ini	0
2024-03-15 18:04:00+00:00	user_generated_1013	ppkm sangat membantu	0
2024-12-23 04:31:00+00:00	user_generated_439	bahagia dengan ppkm yang efektif	0
2024-03-16 01:40:00+00:00	user_generated_271	ppkm membantu melindungi kita	0
2024-11-06 18:32:00+00:00	user_generated_184	ppkm berhasil melindungi warga sungguh ✅	0
2024-04-25 11:50:00+00:00	user_generated_939	ppkm terbukti efektif	0
2024-08-24 00:31:00+00:00	user_generated_244	ppkm membantu melindungi kita	0
2024-07-05 09:09:00+00:00	user_generated_931	kebijakan ppkm sangat membantu masyarakat 🙏	0
2024-10-11 17:57:00+00:00	user_generated_445	kebijakan ppkm berhasil menurunkan angka kasus	0
2024-11-10 19:42:00+00:00	user_generated_596	ppkm sangat membantu benar-benar	0
2024-11-02 21:24:00+00:00	user_generated_817	ppkm menyelamatkan banyak nyawa yang ada	0
2024-10-22 23:20:00+00:00	user_generated_1272	ppkm efektif untuk menekan penyebaran	0
2024-04-14 04:05:00+00:00	user_generated_1676	ppkm kebijakan yang pas 😊	0
2024-07-01 21:23:00+00:00	user_generated_486	mendukung ppkm pemerintah	0
2024-10-02 03:14:00+00:00	user_generated_680	senang sekali ppkm berhasil 🙏	0
2024-04-20 17:54:00+00:00	user_generated_415	ppkm membuat aman	0
2024-11-22 22:42:00+00:00	user_generated_273	terima kasih ppkm membuat aman sekali	0
2024-06-10 19:36:00+00:00	user_generated_1471	alhamdulillah ppkm berhasil	0
2024-07-01 15:29:00+00:00	user_generated_1829	kebijakan ppkm sangat tepat yang ada	0
2024-03-04 21:00:00+00:00	user_generated_1454	saya mendukung kebijakan ppkm sekali	0
2024-08-09 11:12:00+00:00	user_generated_250	kebijakan ppkm sangat efektif	0
2024-04-28 05:33:00+00:00	user_generated_413	saya sangat mendukung ppkm ini	0
2024-08-19 12:56:00+00:00	user_generated_1385	ppkm sangat membantu ini	0
2024-08-08 07:08:00+00:00	user_generated_1307	ppkm berhasil melindungi warga	0
2024-03-04 05:34:00+00:00	user_generated_715	sangat setuju dengan kebijakan ppkm	0
2024-09-30 13:30:00+00:00	user_generated_310	ppkm efektif banget	0
2024-04-30 22:15:00+00:00	user_generated_926	mendukung penuh ppkm	0
2024-03-01 02:33:00+00:00	user_generated_381	ppkm melindungi masyarakat sangat	0
2024-12-28 22:07:00+00:00	user_generated_1565	mendukung ppkm pemerintah	0
2024-02-12 20:38:00+00:00	user_generated_425	kebijakan ppkm bagus banget	0
2024-08-25 08:01:00+00:00	user_generated_1874	setuju dengan aturan ppkm	0
2024-03-17 15:35:00+00:00	user_generated_532	ppkm membawa dampak positif yang ada	0
2024-05-30 14:42:00+00:00	user_generated_752	mendukung penuh ppkm 😊	0
2024-05-29 17:35:00+00:00	user_generated_765	ppkm ini bagus sekali	0
2024-06-12 13:11:00+00:00	user_generated_1356	setuju banget sama ppkm	0
2024-10-05 09:01:00+00:00	user_generated_408	kebijakan ppkm sangat efektif	0
2024-06-16 20:58:00+00:00	user_generated_1614	kebijakan ppkm sangat efektif sekali	0
2024-06-28 12:06:00+00:00	user_generated_694	kebijakan ppkm sangat tepat	0
2024-12-14 00:44:00+00:00	user_generated_1738	ppkm membantu mengatasi pandemi	0
2024-08-07 23:09:00+00:00	user_generated_548	ppkm menyelamatkan banyak nyawa	0
2024-01-07 13:20:00+00:00	user_generated_936	ppkm membantu melindungi kita	0
2024-11-17 08:06:00+00:00	user_generated_1389	ppkm kebijakan bijak	0
2024-09-16 02:25:00+00:00	user_generated_1607	ppkm bagus untuk mencegah covid 👍	0
2024-06-22 21:51:00+00:00	user_generated_1939	ppkm membantu mengatasi pandemi banget	0
2024-07-13 04:18:00+00:00	user_generated_1481	terima kasih pemerintah untuk ppkm 💯	0
2024-03-22 10:23:00+00:00	user_generated_182	ppkm berhasil menekan kasus	0
2024-01-24 13:07:00+00:00	user_generated_1940	sangat tepat kebijakan ppkm	0
2024-08-14 23:14:00+00:00	user_generated_1160	saya mendukung kebijakan ppkm sungguh 🙏	0
2024-02-20 04:52:00+00:00	user_generated_170	sangat senang ada ppkm sekarang	0
2024-06-13 12:35:00+00:00	user_generated_292	sangat senang ada ppkm yang ada	0
2024-01-28 22:00:00+00:00	user_generated_561	sangat mendukung kebijakan ppkm	0
2024-06-19 06:59:00+00:00	user_generated_1456	ppkm adalah kebijakan yang tepat yang ada	0
2024-08-01 02:50:00+00:00	user_generated_1876	ppkm solusi yang tepat ❤️	0
2024-12-25 07:43:00+00:00	user_generated_1651	ppkm sangat membantu yang ada 💯	0
2024-01-14 03:30:00+00:00	user_generated_849	setuju dengan ppkm	0
2024-10-20 18:28:00+00:00	user_generated_272	terima kasih atas kebijakan ppkm ❤️	0
2024-06-02 09:00:00+00:00	user_generated_1549	mendukung ppkm pemerintah tersebut	0
2024-10-06 10:34:00+00:00	user_generated_1034	ppkm berhasil menekan kasus	0
2024-07-08 14:47:00+00:00	user_generated_1743	setuju dengan aturan ppkm sangat	0
2024-09-29 07:43:00+00:00	user_generated_371	ppkm membawa dampak positif 💯	0
2024-05-09 00:10:00+00:00	user_generated_1669	saya setuju ppkm diperpanjang saat ini	0
2024-01-23 11:05:00+00:00	user_generated_721	ppkm efektif untuk menekan penyebaran yang ada	0
2024-10-05 20:02:00+00:00	user_generated_733	ppkm terbukti efektif	0
2024-10-18 06:00:00+00:00	user_generated_777	mendukung penuh ppkm	0
2024-07-07 16:49:00+00:00	user_generated_518	setuju dengan ppkm	0
2024-02-29 17:50:00+00:00	user_generated_334	sangat berhasil ppkm ini tersebut	0
2024-07-15 04:10:00+00:00	user_generated_845	full support untuk ppkm sekarang	0
2024-03-29 20:39:00+00:00	user_generated_1251	kebijakan ppkm sangat tepat 👍	0
2024-08-19 21:54:00+00:00	user_generated_1052	ppkm adalah kebijakan yang tepat 💯	0
2024-09-12 06:17:00+00:00	user_generated_1923	ppkm efektif untuk menekan penyebaran	0
2024-11-18 05:55:00+00:00	user_generated_15	ppkm bagus untuk mencegah covid	0
2024-08-25 22:39:00+00:00	user_generated_707	saya setuju dengan kebijakan ppkm 👍	0
2024-05-22 05:19:00+00:00	user_generated_900	ppkm membuat aman	0
2024-05-12 13:48:00+00:00	user_generated_1979	kebijakan ppkm berhasil menurunkan angka kasus sangat	0
2024-10-26 06:49:00+00:00	user_generated_1572	kebijakan ppkm berhasil menurunkan angka kasus	0
2024-03-28 09:40:00+00:00	user_generated_903	ppkm membantu melindungi kita	0
2024-03-10 02:13:00+00:00	user_generated_465	full support untuk ppkm	0
2024-09-26 19:03:00+00:00	user_generated_1977	saya setuju ppkm diperpanjang	0
2024-07-18 05:58:00+00:00	user_generated_199	setuju dengan aturan ppkm 🔥	0
2024-02-28 00:21:00+00:00	user_generated_1206	sangat berhasil ppkm ini ini	0
2024-11-16 12:20:00+00:00	user_generated_1055	sangat tepat kebijakan ppkm sekali	0
2024-10-03 14:45:00+00:00	user_generated_1131	ppkm membantu mengatasi pandemi 🙏	0
2024-01-13 18:12:00+00:00	user_generated_1379	senang dengan kebijakan ppkm ❤️	0
2024-08-19 22:34:00+00:00	user_generated_998	ppkm membuat aman 🔥	0
2024-04-24 05:42:00+00:00	user_generated_727	ppkm terbukti efektif sangat	0
2024-07-03 05:28:00+00:00	user_generated_1771	ppkm membantu mengatasi pandemi yang ada	0
2024-02-28 23:06:00+00:00	user_generated_1909	ppkm berhasil melindungi warga	0
2024-06-02 01:50:00+00:00	user_generated_1821	senang ppkm melindungi kita	0
2024-10-20 09:23:00+00:00	user_generated_567	terima kasih pemerintah untuk ppkm	0
2024-09-21 14:39:00+00:00	user_generated_43	ppkm kebijakan yang pas	0
2024-12-18 20:48:00+00:00	user_generated_274	ppkm menyelamatkan banyak nyawa ✅	0
2024-08-15 19:32:00+00:00	user_generated_1096	setuju dengan ppkm	0
2024-12-14 02:00:00+00:00	user_generated_101	sangat efektif kebijakan ppkm ini	0
2024-02-09 02:06:00+00:00	user_generated_1231	ppkm langkah yang benar	0
2024-05-15 06:26:00+00:00	user_generated_1721	mendukung ppkm pemerintah sangat	0
2024-01-10 04:03:00+00:00	user_generated_1832	ppkm membantu melindungi kita	0
2024-04-21 01:03:00+00:00	user_generated_107	sangat mendukung kebijakan ppkm	0
2024-01-26 14:39:00+00:00	user_generated_1617	sangat tepat kebijakan ppkm sangat	0
2024-03-08 11:13:00+00:00	user_generated_497	setuju banget sama ppkm	0
2024-03-18 12:10:00+00:00	user_generated_1980	ppkm bagus untuk kesehatan benar-benar 😊	0
2024-12-16 15:53:00+00:00	user_generated_881	ppkm efektif banget	0
2024-02-20 22:32:00+00:00	user_generated_756	saya mendukung kebijakan ppkm banget	0
2024-08-12 04:50:00+00:00	user_generated_619	ppkm langkah yang benar	0
2024-04-18 19:44:00+00:00	user_generated_1106	senang ppkm melindungi kita	0
2024-01-19 09:34:00+00:00	user_generated_1935	ppkm bagus untuk mencegah covid tersebut ✅	0
2024-07-13 23:40:00+00:00	user_generated_809	saya sangat setuju ppkm dilanjutkan 👍	0
2024-08-04 18:02:00+00:00	user_generated_1037	ppkm ini bagus sekali	0
2024-03-15 23:16:00+00:00	user_generated_72	ppkm membantu menekan penyebaran 🔥	0
2024-08-10 06:59:00+00:00	user_generated_1283	terima kasih atas kebijakan ppkm	0
2024-08-26 04:58:00+00:00	user_generated_1271	ppkm melindungi masyarakat benar-benar	0
2024-04-08 19:26:00+00:00	user_generated_1334	ppkm berhasil menekan kasus	0
2024-04-21 21:55:00+00:00	user_generated_1458	ppkm berhasil melindungi warga	0
2024-09-24 13:33:00+00:00	user_generated_481	ppkm membantu melindungi kita	0
2024-11-23 05:34:00+00:00	user_generated_1068	ppkm berhasil mengendalikan pandemi	0
2024-01-25 16:43:00+00:00	user_generated_506	ppkm membantu menekan penyebaran	0
2024-03-31 01:43:00+00:00	user_generated_1237	senang dengan kebijakan ppkm	0
2024-08-31 10:09:00+00:00	user_generated_1861	saya mendukung ppkm untuk kebaikan bersama	0
2024-08-06 19:48:00+00:00	user_generated_1989	alhamdulillah ppkm berhasil sangat	0
2024-01-18 13:59:00+00:00	user_generated_1476	ppkm membuat situasi terkendali	0
2024-07-31 19:55:00+00:00	user_generated_1866	kebijakan ppkm sangat efektif sungguh	0
2024-05-03 16:16:00+00:00	user_generated_1455	sangat tepat kebijakan ppkm	0
2024-02-10 21:58:00+00:00	user_generated_311	terima kasih pemerintah untuk ppkm banget	0
2024-06-20 18:02:00+00:00	user_generated_962	ppkm membawa dampak positif	0
2024-07-10 20:57:00+00:00	user_generated_405	ppkm efektif menurunkan kasus covid 🔥	0
2024-04-24 03:20:00+00:00	user_generated_1330	ppkm langkah yang benar	0
2024-04-03 10:59:00+00:00	user_generated_1649	saya mendukung ppkm untuk kebaikan bersama	0
2024-06-03 12:53:00+00:00	user_generated_309	ppkm adalah harapan kita 🔥	0
2024-07-17 16:09:00+00:00	user_generated_226	kebijakan ppkm berhasil menurunkan angka kasus sekali	0
2024-01-08 09:53:00+00:00	user_generated_1857	sangat bagus kebijakan ppkm	0
2024-12-08 03:42:00+00:00	user_generated_710	makasih ya ada ppkm	0
2024-11-25 22:02:00+00:00	user_generated_1943	ppkm solusi yang tepat tersebut	0
2024-11-19 17:51:00+00:00	user_generated_1383	ppkm berhasil menekan kasus	0
2024-03-17 11:38:00+00:00	user_generated_1785	kebijakan ppkm sangat efektif 💯	0
2024-04-22 02:31:00+00:00	user_generated_148	saya mendukung ppkm untuk kebaikan bersama	0
2024-01-29 05:46:00+00:00	user_generated_1554	ppkm membuat aman	0
2024-12-18 02:57:00+00:00	user_generated_1956	ppkm bagus untuk kesehatan	0
2024-08-19 07:37:00+00:00	user_generated_925	ppkm kebijakan bijak benar-benar	0
2024-10-24 21:44:00+00:00	user_generated_942	kebijakan ppkm sangat membantu masyarakat 🔥	0
2024-08-31 19:30:00+00:00	user_generated_836	ppkm berhasil mengendalikan pandemi 💯	0
2024-06-30 01:50:00+00:00	user_generated_575	tepat sekali kebijakan ppkm ini	0
2024-02-20 05:33:00+00:00	user_generated_557	ppkm solusi yang tepat	0
2024-12-07 11:43:00+00:00	user_generated_1235	ppkm kebijakan yang pas	0
2024-03-16 08:44:00+00:00	user_generated_1360	mendukung kebijakan ppkm yang tepat	0
2024-02-29 00:36:00+00:00	user_generated_1347	sangat efektif kebijakan ppkm ini	0
2024-11-30 05:07:00+00:00	user_generated_1161	senang sekali ppkm berhasil	0
2024-11-28 12:06:00+00:00	user_generated_1442	100% setuju dengan ppkm	0
2024-10-08 23:23:00+00:00	user_generated_286	saya setuju ppkm diperpanjang	0
2024-11-09 08:49:00+00:00	user_generated_1604	full support untuk ppkm	0
2024-04-15 23:04:00+00:00	user_generated_1057	ppkm membantu menekan penyebaran	0
2024-12-25 20:00:00+00:00	user_generated_598	mendukung ppkm pemerintah	0
2024-09-20 00:28:00+00:00	user_generated_932	sangat berhasil ppkm ini	0
2024-01-13 00:40:00+00:00	user_generated_1461	ppkm untuk keselamatan bersama 👍	0
2024-09-14 09:56:00+00:00	user_generated_1637	makasih ya ada ppkm yang ada	0
2024-07-24 22:38:00+00:00	user_generated_1587	terima kasih ppkm membuat aman 👍	0
2024-11-27 06:13:00+00:00	user_generated_1040	kebijakan ppkm bagus banget	0
2024-06-11 22:12:00+00:00	user_generated_1230	sangat efektif kebijakan ppkm ini	0
2024-05-08 16:39:00+00:00	user_generated_806	ppkm kebijakan bijak	0
2024-05-30 01:25:00+00:00	user_generated_904	kebijakan ppkm berhasil menurunkan angka kasus	0
2024-11-14 03:31:00+00:00	user_generated_1679	senang dengan kebijakan ppkm saat ini	0
2024-06-10 06:24:00+00:00	user_generated_1204	saya setuju dengan kebijakan ppkm 💯	0
2024-05-16 18:41:00+00:00	user_generated_767	bahagia dengan ppkm yang efektif	0
2024-05-29 22:10:00+00:00	user_generated_609	ppkm efektif untuk menekan penyebaran	0
2024-06-29 15:34:00+00:00	user_generated_1992	ppkm bagus untuk mencegah covid	0
2024-09-06 13:38:00+00:00	user_generated_1564	sangat efektif kebijakan ppkm ini	0
2024-08-03 07:25:00+00:00	user_generated_1422	sangat berhasil ppkm ini tersebut	0
2024-03-28 18:05:00+00:00	user_generated_1010	bahagia dengan ppkm yang efektif	0
2024-10-14 16:42:00+00:00	user_generated_493	mendukung penuh ppkm	0
2024-05-25 11:56:00+00:00	user_generated_1320	saya mendukung ppkm untuk kebaikan bersama	0
2024-04-30 13:27:00+00:00	user_generated_277	terima kasih ppkm membuat aman sekali	0
2024-02-22 14:49:00+00:00	user_generated_1846	ppkm berhasil mengendalikan pandemi	0
2024-05-16 09:28:00+00:00	user_generated_358	sangat senang ada ppkm yang ada	0
2024-08-09 00:38:00+00:00	user_generated_1110	ppkm untuk keselamatan bersama banget	0
2024-06-19 13:50:00+00:00	user_generated_236	ppkm adalah harapan kita	0
2024-02-02 17:01:00+00:00	user_generated_551	tepat sekali kebijakan ppkm ini 🙏	0
2024-09-27 00:06:00+00:00	user_generated_1867	saya mendukung kebijakan ppkm	0
2024-08-16 07:55:00+00:00	user_generated_1812	terima kasih atas kebijakan ppkm sungguh	0
2024-07-03 01:50:00+00:00	user_generated_208	ppkm melindungi masyarakat sungguh 👍	0
2024-08-22 22:40:00+00:00	user_generated_1386	kebijakan ppkm sangat baik	0
2024-11-12 06:54:00+00:00	user_generated_1560	senang sekali ppkm berhasil 🙏	0
