Date	User	Tweet	sentiment
2024-04-11 21:17:00+00:00	user_generated_1185	ppkm merugikan masyarakat	2
2024-01-31 00:35:00+00:00	user_generated_668	sangat tidak setuju dengan kebijakan ppkm	2
2024-03-10 01:43:00+00:00	user_generated_841	ppkm menghilangkan mata pencaharian tersebut	2
2024-11-08 01:42:00+00:00	user_generated_806	sangat buruk dampak ppkm	2
2024-07-11 23:32:00+00:00	user_generated_1456	saya tidak setuju ppkm banget 😤	2
2024-05-03 18:32:00+00:00	user_generated_86	menolak perpanjangan ppkm	2
2024-03-03 21:31:00+00:00	user_generated_1421	bangkrut gara gara ppkm 💔	2
2024-10-05 02:16:00+00:00	user_generated_265	ppkm membuat lapangan kerja hilang 😤	2
2024-07-19 15:39:00+00:00	user_generated_287	menolak perpanjangan ppkm	2
2024-02-10 20:35:00+00:00	user_generated_1483	tidak mendukung ppkm yang ada 😭	2
2024-11-19 12:59:00+00:00	user_generated_892	ppkm menyengsarakan rakyat	2
2024-03-03 12:30:00+00:00	user_generated_1495	sangat menyengsarakan ppkm ini yang ada	2
2024-07-12 11:48:00+00:00	user_generated_978	hidup makin susah karena ppkm	2
2024-07-28 00:48:00+00:00	user_generated_534	sangat buruk dampak ppkm	2
2024-06-26 16:19:00+00:00	user_generated_1000	menolak perpanjangan ppkm	2
2024-11-25 02:39:00+00:00	user_generated_221	sangat tidak setuju dengan kebijakan ppkm 😞	2
2024-06-22 04:15:00+00:00	user_generated_113	kasihan rakyat karena ppkm	2
2024-01-02 14:58:00+00:00	user_generated_672	susah sekali karena ppkm 😞	2
2024-02-14 06:56:00+00:00	user_generated_583	ekonomi rusak karena ppkm	2
2024-03-15 06:11:00+00:00	user_generated_174	kebijakan ppkm sangat merugikan	2
2024-05-24 18:46:00+00:00	user_generated_535	tidak mendukung perpanjangan ppkm 😞	2
2024-11-21 16:03:00+00:00	user_generated_1078	sangat tidak mendukung ppkm sungguh 😡	2
2024-06-17 04:10:00+00:00	user_generated_1176	ppkm membuat anak tidak bisa sekolah yang ada 😭	2
2024-09-28 23:46:00+00:00	user_generated_1106	tidak adil kebijakan ppkm ini 💔	2
2024-01-13 17:27:00+00:00	user_generated_982	menolak keras ppkm yang ada 😤	2
2024-06-02 17:29:00+00:00	user_generated_285	menolak kebijakan ppkm	2
2024-09-25 10:07:00+00:00	user_generated_867	kebijakan ppkm tidak efektif sama sekali saat ini	2
2024-04-07 07:39:00+00:00	user_generated_374	ppkm tidak adil	2
2024-06-30 23:50:00+00:00	user_generated_1196	ppkm bikin segalanya sulit	2
2024-02-06 23:03:00+00:00	user_generated_31	ppkm membuat ekonomi semakin sulit saat ini	2
2024-08-11 09:49:00+00:00	user_generated_551	ppkm merugikan pedagang kecil	2
2024-03-13 14:36:00+00:00	user_generated_210	tidak mendukung ppkm 💔	2
2024-07-09 15:21:00+00:00	user_generated_1046	ppkm menyengsarakan rakyat 😤	2
2024-10-07 18:44:00+00:00	user_generated_923	tidak mendukung aturan ppkm	2
2024-06-13 00:22:00+00:00	user_generated_809	rakyat menderita karena ppkm	2
2024-12-16 12:31:00+00:00	user_generated_617	saya menolak ppkm	2
2024-07-05 02:56:00+00:00	user_generated_932	ppkm gagal mengatasi pandemi	2
2024-08-19 19:47:00+00:00	user_generated_619	kebijakan ppkm sangat merugikan	2
2024-07-27 22:02:00+00:00	user_generated_188	tidak mendukung ppkm	2
2024-10-12 10:34:00+00:00	user_generated_710	ppkm membuat lapangan kerja hilang	2
2024-01-08 15:19:00+00:00	user_generated_936	kebijakan ppkm menyengsarakan masyarakat 😡	2
2024-07-27 01:11:00+00:00	user_generated_1168	sangat menyengsarakan ppkm ini	2
2024-11-29 16:39:00+00:00	user_generated_1219	sangat merugikan kebijakan ppkm	2
2024-11-11 08:27:00+00:00	user_generated_1097	ppkm menyengsarakan rakyat	2
2024-02-05 01:01:00+00:00	user_generated_901	usaha hancur gara gara ppkm sungguh	2
2024-04-09 18:24:00+00:00	user_generated_83	ppkm membuat rakyat menderita saat ini	2
2024-09-11 05:25:00+00:00	user_generated_701	ppkm berdampak buruk	2
2024-10-03 19:34:00+00:00	user_generated_48	menolak kebijakan ppkm	2
2024-08-06 09:37:00+00:00	user_generated_1283	pedagang bangkrut karena ppkm	2
2024-04-27 00:23:00+00:00	user_generated_155	ppkm tidak berhasil	2
2024-11-17 12:23:00+00:00	user_generated_1151	ppkm hancurkan ekonomi 💔	2
2024-02-02 11:29:00+00:00	user_generated_1141	sangat tidak mendukung ppkm sangat	2
2024-01-03 12:50:00+00:00	user_generated_974	ppkm sangat buruk	2
2024-03-15 12:45:00+00:00	user_generated_1057	ekonomi hancur karena ppkm	2
2024-04-26 15:54:00+00:00	user_generated_807	ppkm membuat banyak usaha bangkrut	2
2024-05-24 07:09:00+00:00	user_generated_1229	buruk kebijakan ppkm ini saat ini	2
2024-03-14 21:33:00+00:00	user_generated_1480	tidak adil kebijakan ppkm ini	2
2024-03-25 18:54:00+00:00	user_generated_1436	ppkm tidak adil	2
2024-09-03 00:02:00+00:00	user_generated_179	kebijakan ppkm buruk sekali	2
2024-10-20 12:58:00+00:00	user_generated_1355	ppkm bikin banyak orang kehilangan penghasilan yang ada	2
2024-08-08 08:48:00+00:00	user_generated_1246	capek dengan kebijakan ppkm	2
2024-06-09 19:38:00+00:00	user_generated_1040	sangat tidak mendukung ppkm sekarang	2
2024-11-12 02:16:00+00:00	user_generated_949	sangat tidak setuju dengan kebijakan ppkm	2
2024-11-06 18:16:00+00:00	user_generated_816	ppkm tidak adil untuk pedagang	2
2024-09-16 15:13:00+00:00	user_generated_363	kasihan rakyat karena ppkm	2
2024-09-15 15:57:00+00:00	user_generated_1177	ppkm merugikan masyarakat tersebut	2
2024-05-13 10:56:00+00:00	user_generated_1198	tidak mendukung perpanjangan ppkm	2
2024-10-20 12:22:00+00:00	user_generated_346	usaha hancur gara gara ppkm	2
2024-07-12 10:10:00+00:00	user_generated_1010	menolak keras ppkm	2
2024-08-28 14:34:00+00:00	user_generated_614	kasihan rakyat karena ppkm	2
2024-11-04 10:57:00+00:00	user_generated_965	kebijakan ppkm sangat tidak adil	2
2024-12-09 01:20:00+00:00	user_generated_1273	pedagang bangkrut karena ppkm banget	2
2024-03-09 07:17:00+00:00	user_generated_589	ppkm bikin hutang numpuk	2
2024-09-18 04:57:00+00:00	user_generated_1288	menolak kebijakan ppkm	2
2024-10-24 01:09:00+00:00	user_generated_631	ppkm bikin segalanya sulit	2
2024-11-18 05:47:00+00:00	user_generated_243	kasihan rakyat karena ppkm sungguh 💔	2
2024-09-14 17:13:00+00:00	user_generated_1374	tidak mendukung ppkm 😭	2
2024-01-27 21:30:00+00:00	user_generated_1451	ppkm bikin rakyat kelaparan 😞	2
2024-11-11 05:45:00+00:00	user_generated_764	ppkm menghilangkan mata pencaharian	2
2024-06-03 20:40:00+00:00	user_generated_987	ppkm gagal mengatasi pandemi	2
2024-06-21 08:04:00+00:00	user_generated_411	ppkm berdampak buruk saat ini	2
2024-06-04 16:02:00+00:00	user_generated_1420	tidak setuju kebijakan ppkm ini saat ini	2
2024-09-02 03:24:00+00:00	user_generated_1225	kebijakan ppkm sangat tidak adil	2
2024-10-16 23:07:00+00:00	user_generated_308	ppkm gagal mengatasi pandemi	2
2024-10-19 17:34:00+00:00	user_generated_881	ppkm berdampak buruk 💔	2
2024-11-05 18:48:00+00:00	user_generated_398	sangat merugikan kebijakan ppkm	2
2024-10-08 16:42:00+00:00	user_generated_370	tidak adil kebijakan ppkm ini	2
2024-07-23 03:58:00+00:00	user_generated_54	ppkm tidak adil untuk pedagang saat ini 😡	2
2024-06-29 19:52:00+00:00	user_generated_1338	tidak setuju ppkm diperpanjang	2
2024-06-23 15:47:00+00:00	user_generated_1182	ppkm hanya menyengsarakan rakyat kecil	2
2024-11-24 01:28:00+00:00	user_generated_312	ppkm bikin usaha bangkrut	2
2024-12-27 01:22:00+00:00	user_generated_921	saya tidak setuju ppkm yang ada	2
2024-02-18 21:07:00+00:00	user_generated_109	tidak adil kebijakan ppkm ini	2
2024-04-19 09:00:00+00:00	user_generated_718	rakyat menderita karena ppkm	2
2024-04-10 06:14:00+00:00	user_generated_691	ppkm membuat banyak usaha bangkrut	2
2024-01-09 12:36:00+00:00	user_generated_100	tidak adil kebijakan ppkm ini sekali 😤	2
2024-07-18 19:49:00+00:00	user_generated_1125	saya tidak setuju dengan kebijakan ppkm yang ada	2
2024-05-13 14:09:00+00:00	user_generated_669	ppkm merugikan masyarakat benar-benar	2
2024-11-20 12:58:00+00:00	user_generated_1375	ppkm tidak adil untuk pedagang	2
2024-05-26 23:54:00+00:00	user_generated_266	saya tidak setuju dengan kebijakan ppkm 😡	2
2024-03-20 12:37:00+00:00	user_generated_678	ppkm hanya menyengsarakan rakyat kecil	2
2024-12-14 02:53:00+00:00	user_generated_296	ppkm menghilangkan mata pencaharian	2
2024-04-26 19:41:00+00:00	user_generated_529	sangat buruk dampak ppkm saat ini	2
2024-10-09 21:56:00+00:00	user_generated_944	ppkm membuat usaha tutup	2
2024-10-02 13:22:00+00:00	user_generated_1013	ppkm membuat anak tidak bisa sekolah	2
2024-04-23 00:01:00+00:00	user_generated_950	kebijakan ppkm menyengsarakan masyarakat sangat	2
2024-11-12 20:35:00+00:00	user_generated_377	tidak setuju kebijakan ppkm ini	2
2024-08-08 15:14:00+00:00	user_generated_286	tidak setuju kebijakan ppkm ini	2
2024-04-22 08:26:00+00:00	user_generated_1438	ppkm membuat rakyat menderita sangat	2
2024-07-18 22:25:00+00:00	user_generated_730	pedagang menderita karena ppkm yang ada 💔	2
2024-09-16 09:21:00+00:00	user_generated_126	ppkm bikin segalanya sulit sangat 😭	2
2024-12-19 13:43:00+00:00	user_generated_327	kebijakan ppkm sangat tidak adil sungguh 💔	2
2024-08-05 09:54:00+00:00	user_generated_292	tidak mendukung aturan ppkm yang ada	2
2024-10-17 01:01:00+00:00	user_generated_548	ppkm membuat lapangan kerja hilang	2
2024-03-11 07:37:00+00:00	user_generated_727	ekonomi rusak karena ppkm	2
2024-11-05 11:46:00+00:00	user_generated_908	ppkm bikin ekonomi hancur	2
2024-06-13 23:28:00+00:00	user_generated_355	ppkm merugikan masyarakat	2
2024-11-30 18:21:00+00:00	user_generated_170	ekonomi hancur karena ppkm	2
2024-10-25 10:28:00+00:00	user_generated_966	ppkm tidak berhasil	2
2024-07-20 14:42:00+00:00	user_generated_1133	ppkm menghilangkan mata pencaharian	2
2024-07-24 00:12:00+00:00	user_generated_651	ppkm menghancurkan ekonomi rakyat tersebut	2
2024-02-18 21:39:00+00:00	user_generated_209	ppkm merugikan pedagang kecil saat ini 😞	2
2024-02-05 14:38:00+00:00	user_generated_1397	ppkm tidak adil untuk pedagang	2
2024-04-24 04:31:00+00:00	user_generated_140	tidak adil kebijakan ppkm ini	2
2024-10-17 06:21:00+00:00	user_generated_1083	kebijakan ppkm sangat tidak adil	2
2024-06-03 16:27:00+00:00	user_generated_990	ppkm tidak efektif	2
2024-06-01 02:40:00+00:00	user_generated_650	saya tidak mendukung kebijakan ppkm	2
2024-12-19 03:14:00+00:00	user_generated_1188	ppkm tidak ada gunanya	2
2024-03-17 10:11:00+00:00	user_generated_1498	menolak keras ppkm 😞	2
2024-08-14 20:14:00+00:00	user_generated_485	ppkm menghancurkan ekonomi rakyat	2
2024-02-07 03:40:00+00:00	user_generated_527	usaha saya bangkrut karena ppkm	2
2024-06-13 01:49:00+00:00	user_generated_199	menolak aturan ppkm yang ketat sungguh	2
2024-06-27 16:20:00+00:00	user_generated_889	ppkm bikin banyak orang kehilangan penghasilan	2
2024-08-17 21:11:00+00:00	user_generated_844	tidak mendukung aturan ppkm	2
2024-11-10 16:00:00+00:00	user_generated_1068	ppkm membuat ekonomi semakin sulit	2
2024-06-09 13:58:00+00:00	user_generated_1205	ppkm berdampak buruk	2
2024-10-21 15:43:00+00:00	user_generated_1054	tidak mendukung perpanjangan ppkm saat ini	2
2024-12-28 17:04:00+00:00	user_generated_10	ppkm membuat banyak usaha bangkrut 😭	2
2024-12-20 16:52:00+00:00	user_generated_147	ppkm merugikan rakyat saat ini	2
2024-02-09 10:48:00+00:00	user_generated_721	usaha hancur gara gara ppkm banget	2
2024-04-14 15:51:00+00:00	user_generated_282	menolak aturan ppkm yang ketat	2
2024-09-21 04:19:00+00:00	user_generated_298	ppkm bikin hutang numpuk	2
2024-03-13 19:53:00+00:00	user_generated_613	saya tidak setuju dengan kebijakan ppkm	2
2024-10-26 00:15:00+00:00	user_generated_291	hidup makin susah karena ppkm ini	2
2024-06-07 16:36:00+00:00	user_generated_649	kebijakan ppkm sangat merugikan	2
2024-04-15 21:03:00+00:00	user_generated_598	ppkm membuat ekonomi semakin sulit	2
2024-10-04 11:52:00+00:00	user_generated_1043	hidup makin susah karena ppkm	2
2024-02-04 21:25:00+00:00	user_generated_552	ppkm tidak adil	2
2024-09-06 23:16:00+00:00	user_generated_1298	ppkm bikin ekonomi hancur benar-benar	2
2024-08-22 12:59:00+00:00	user_generated_129	kebijakan ppkm sangat merugikan ini	2
2024-03-30 06:55:00+00:00	user_generated_1061	kasihan rakyat karena ppkm sekali 😭	2
2024-04-28 08:03:00+00:00	user_generated_331	tidak setuju dengan aturan ppkm	2
2024-04-26 21:46:00+00:00	user_generated_323	bangkrut gara gara ppkm	2
2024-10-15 00:55:00+00:00	user_generated_680	ppkm sangat buruk	2
2024-07-20 13:48:00+00:00	user_generated_478	kebijakan ppkm menyengsarakan masyarakat sekarang	2
2024-01-04 04:06:00+00:00	user_generated_561	pedagang bangkrut karena ppkm benar-benar	2
2024-03-28 19:05:00+00:00	user_generated_135	ppkm gagal mengatasi pandemi sekali	2
2024-02-08 05:26:00+00:00	user_generated_506	ppkm membuat lapangan kerja hilang 💔	2
2024-06-24 18:13:00+00:00	user_generated_513	ppkm membuat hidup semakin sulit yang ada	2
2024-05-01 17:30:00+00:00	user_generated_1371	ppkm bikin ekonomi hancur	2
2024-05-26 11:52:00+00:00	user_generated_435	ppkm sangat buruk	2
2024-12-01 09:56:00+00:00	user_generated_873	saya tidak mendukung kebijakan ppkm 😢	2
2024-01-01 23:55:00+00:00	user_generated_1462	ppkm membuat anak tidak bisa sekolah saat ini	2
2024-03-12 16:21:00+00:00	user_generated_752	menolak perpanjangan ppkm	2
2024-12-01 17:00:00+00:00	user_generated_665	kebijakan ppkm menyengsarakan masyarakat 😢	2
2024-05-01 10:35:00+00:00	user_generated_158	tidak setuju dengan ppkm sekarang 💔	2
2024-11-22 10:10:00+00:00	user_generated_1253	tidak setuju ppkm diperpanjang	2
2024-08-05 03:32:00+00:00	user_generated_1292	ppkm menghancurkan ekonomi rakyat saat ini	2
2024-09-04 17:20:00+00:00	user_generated_575	kebijakan ppkm menyengsarakan masyarakat sangat	2
2024-09-03 16:07:00+00:00	user_generated_352	ppkm tidak adil	2
2024-04-04 18:48:00+00:00	user_generated_937	ekonomi rusak karena ppkm	2
2024-03-02 12:23:00+00:00	user_generated_1295	ppkm hancurkan ekonomi 😢	2
2024-05-17 16:08:00+00:00	user_generated_1392	ppkm merugikan ekonomi saat ini	2
2024-08-13 00:19:00+00:00	user_generated_1300	tidak setuju ppkm terus menerus	2
2024-11-11 17:35:00+00:00	user_generated_591	saya menolak ppkm	2
2024-02-16 10:57:00+00:00	user_generated_664	ppkm tidak adil	2
2024-06-08 01:43:00+00:00	user_generated_195	ppkm membuat usaha tutup	2
2024-01-27 09:25:00+00:00	user_generated_1240	tidak adil kebijakan ppkm ini	2
2024-10-09 13:06:00+00:00	user_generated_1048	ppkm bikin usaha bangkrut 💔	2
2024-08-08 05:16:00+00:00	user_generated_438	ppkm bikin usaha bangkrut 😞	2
2024-09-23 05:21:00+00:00	user_generated_1435	tidak adil kebijakan ppkm ini benar-benar 😢	2
2024-06-15 05:11:00+00:00	user_generated_643	tidak setuju dengan ppkm	2
2024-12-03 19:36:00+00:00	user_generated_96	sudah lelah dengan ppkm	2
2024-03-13 00:00:00+00:00	user_generated_584	ppkm tidak efektif	2
2024-02-23 09:46:00+00:00	user_generated_1214	ppkm bikin usaha bangkrut	2
2024-11-02 17:30:00+00:00	user_generated_156	kasihan rakyat karena ppkm	2
2024-07-27 13:00:00+00:00	user_generated_419	saya tidak setuju dengan kebijakan ppkm sekarang	2
2024-01-02 09:02:00+00:00	user_generated_410	usaha saya bangkrut karena ppkm sungguh 😢	2
2024-08-03 02:54:00+00:00	user_generated_1222	saya tidak setuju ppkm 😢	2
2024-11-18 00:04:00+00:00	user_generated_477	usaha saya bangkrut karena ppkm	2
2024-10-01 08:13:00+00:00	user_generated_514	ppkm merugikan masyarakat	2
2024-06-12 07:12:00+00:00	user_generated_1285	kapan ppkm berakhir sudah lelah sekali	2
2024-12-11 02:40:00+00:00	user_generated_1453	ppkm menyengsarakan rakyat tersebut	2
2024-03-05 16:38:00+00:00	user_generated_1118	ppkm membuat ekonomi semakin sulit saat ini	2
2024-07-01 10:09:00+00:00	user_generated_447	ppkm menghancurkan ekonomi rakyat 💔	2
2024-03-22 22:38:00+00:00	user_generated_178	ppkm menambah pengangguran	2
2024-04-24 17:44:00+00:00	user_generated_390	ekonomi rusak karena ppkm	2
2024-07-18 14:59:00+00:00	user_generated_1289	tidak setuju dengan aturan ppkm ini	2
2024-06-03 10:08:00+00:00	user_generated_1307	usaha hancur gara gara ppkm	2
2024-06-22 10:54:00+00:00	user_generated_1366	tidak setuju ppkm diperpanjang	2
2024-01-13 01:44:00+00:00	user_generated_1047	tidak setuju ppkm terus menerus	2
2024-01-02 16:19:00+00:00	user_generated_1142	menolak perpanjangan ppkm sangat	2
2024-05-14 13:17:00+00:00	user_generated_634	ppkm bikin segalanya sulit 😢	2
2024-02-13 05:49:00+00:00	user_generated_865	usaha hancur gara gara ppkm	2
2024-04-08 22:00:00+00:00	user_generated_787	buruk kebijakan ppkm ini	2
2024-04-02 11:55:00+00:00	user_generated_744	ppkm bikin segalanya sulit	2
2024-11-28 15:16:00+00:00	user_generated_859	kapan ppkm berakhir sudah lelah	2
2024-02-29 20:57:00+00:00	user_generated_294	menolak keras ppkm	2
2024-10-29 22:44:00+00:00	user_generated_544	hidup makin susah karena ppkm	2
2024-08-21 05:58:00+00:00	user_generated_1362	ppkm berdampak buruk 😞	2
2024-11-19 22:52:00+00:00	user_generated_88	ppkm tidak adil	2
2024-06-03 12:42:00+00:00	user_generated_1031	tidak mendukung perpanjangan ppkm tersebut	2
2024-05-22 06:05:00+00:00	user_generated_1379	kebijakan ppkm tidak efektif sama sekali 😢	2
2024-02-28 12:52:00+00:00	user_generated_576	sangat buruk dampak ppkm sekarang	2
2024-11-30 17:33:00+00:00	user_generated_906	sangat menyengsarakan ppkm ini ini 😢	2
2024-01-14 10:34:00+00:00	user_generated_1387	usaha hancur gara gara ppkm 😢	2
2024-06-10 21:19:00+00:00	user_generated_1091	ppkm bikin ekonomi hancur	2
2024-11-10 07:07:00+00:00	user_generated_943	usaha saya bangkrut karena ppkm saat ini	2
2024-01-04 15:31:00+00:00	user_generated_290	ekonomi rusak karena ppkm	2
2024-06-05 22:26:00+00:00	user_generated_1418	menolak kebijakan ppkm sungguh	2
2024-04-10 19:37:00+00:00	user_generated_1018	ppkm sangat buruk	2
2024-12-08 08:40:00+00:00	user_generated_348	sangat menyengsarakan ppkm ini	2
2024-06-23 01:00:00+00:00	user_generated_567	susah sekali karena ppkm	2
2024-08-11 06:39:00+00:00	user_generated_1412	menolak aturan ppkm yang ketat	2
2024-09-01 20:04:00+00:00	user_generated_1058	ppkm merugikan pedagang kecil	2
2024-05-26 18:45:00+00:00	user_generated_599	menolak keras ppkm saat ini	2
2024-10-30 05:40:00+00:00	user_generated_458	ppkm membuat banyak usaha bangkrut tersebut	2
2024-08-25 02:11:00+00:00	user_generated_375	ppkm gagal mengatasi pandemi	2
2024-01-26 17:46:00+00:00	user_generated_333	menolak kebijakan ppkm tersebut	2
2024-03-04 13:35:00+00:00	user_generated_756	menolak kebijakan ppkm tersebut	2
2024-01-14 12:17:00+00:00	user_generated_1323	ppkm menghancurkan ekonomi rakyat sekarang	2
2024-04-30 22:12:00+00:00	user_generated_711	ppkm gagal mengatasi pandemi	2
2024-08-07 08:54:00+00:00	user_generated_1389	ppkm hancurkan ekonomi saat ini	2
2024-06-12 02:23:00+00:00	user_generated_566	susah sekali karena ppkm sungguh	2
2024-08-19 11:32:00+00:00	user_generated_328	kebijakan ppkm buruk sekali	2
2024-06-22 22:43:00+00:00	user_generated_318	hidup makin susah karena ppkm	2
2024-05-20 03:40:00+00:00	user_generated_1302	ppkm merugikan rakyat kecil saja	2
2024-11-30 10:47:00+00:00	user_generated_952	ppkm tidak adil untuk pedagang 😡	2
2024-02-10 03:24:00+00:00	user_generated_12	ppkm bikin orang menderita	2
2024-09-02 19:40:00+00:00	user_generated_171	usaha saya bangkrut karena ppkm sekali	2
2024-03-18 08:03:00+00:00	user_generated_260	sangat merugikan kebijakan ppkm	2
2024-06-15 12:31:00+00:00	user_generated_819	ppkm bikin hidup susah benar-benar	2
2024-11-29 05:25:00+00:00	user_generated_1494	ekonomi hancur karena ppkm yang ada	2
2024-10-19 04:12:00+00:00	user_generated_796	kasihan rakyat karena ppkm	2
2024-04-08 09:43:00+00:00	user_generated_138	ppkm merugikan rakyat banget	2
2024-12-13 09:40:00+00:00	user_generated_549	tidak setuju dengan ppkm	2
2024-05-06 22:36:00+00:00	user_generated_615	sangat tidak mendukung ppkm 😡	2
2024-11-25 19:50:00+00:00	user_generated_845	ppkm hanya menyengsarakan rakyat kecil 😤	2
2024-07-15 08:16:00+00:00	user_generated_777	kapan ppkm berakhir sudah lelah	2
2024-03-25 08:03:00+00:00	user_generated_558	ppkm merugikan pedagang kecil saat ini	2
2024-02-02 23:59:00+00:00	user_generated_139	kebijakan ppkm sangat tidak adil	2
2024-06-30 15:21:00+00:00	user_generated_1309	kebijakan ppkm tidak efektif sama sekali tersebut	2
2024-06-17 20:49:00+00:00	user_generated_1023	menolak kebijakan ppkm	2
2024-10-27 16:17:00+00:00	user_generated_224	ppkm membuat anak tidak bisa sekolah ini 💔	2
2024-09-15 17:48:00+00:00	user_generated_963	ppkm membuat rakyat menderita	2
2024-03-12 18:02:00+00:00	user_generated_409	saya tidak setuju ppkm	2
2024-11-28 06:10:00+00:00	user_generated_325	ppkm membuat hidup semakin sulit ini	2
2024-08-04 07:25:00+00:00	user_generated_299	ppkm merugikan rakyat	2
2024-02-22 07:43:00+00:00	user_generated_993	tidak mendukung ppkm 😤	2
2024-11-15 16:01:00+00:00	user_generated_1032	sangat buruk dampak ppkm sungguh	2
2024-05-05 15:19:00+00:00	user_generated_670	ppkm membuat usaha tutup	2
2024-09-29 22:20:00+00:00	user_generated_1479	rakyat menderita karena ppkm	2
2024-02-08 11:30:00+00:00	user_generated_946	kebijakan ppkm sangat merugikan	2
2024-09-15 21:22:00+00:00	user_generated_1269	ppkm bikin segalanya sulit	2
2024-11-09 00:41:00+00:00	user_generated_573	ppkm bikin hidup susah	2
2024-11-28 22:45:00+00:00	user_generated_503	ppkm hanya menyengsarakan rakyat kecil 😭	2
2024-01-31 19:21:00+00:00	user_generated_1037	saya tidak setuju ppkm	2
2024-04-09 15:01:00+00:00	user_generated_3	tidak setuju ppkm diperpanjang sekarang	2
2024-11-06 18:41:00+00:00	user_generated_1468	ppkm tidak adil untuk pedagang	2
2024-11-27 00:19:00+00:00	user_generated_467	pedagang bangkrut karena ppkm	2
2024-08-16 06:50:00+00:00	user_generated_321	ppkm membuat ekonomi semakin sulit sungguh 💔	2
2024-02-01 01:13:00+00:00	user_generated_5	ppkm membuat rakyat menderita sungguh	2
2024-10-29 11:51:00+00:00	user_generated_973	ppkm tidak adil untuk pedagang ini	2
2024-02-01 12:45:00+00:00	user_generated_547	ppkm berdampak buruk sekarang	2
2024-04-19 18:51:00+00:00	user_generated_1476	ppkm bikin segalanya sulit 😢	2
2024-06-22 05:52:00+00:00	user_generated_39	ppkm tidak adil	2
2024-07-27 08:24:00+00:00	user_generated_542	ppkm bikin orang menderita	2
2024-03-03 11:56:00+00:00	user_generated_242	ppkm menambah pengangguran	2
2024-05-29 01:22:00+00:00	user_generated_136	kebijakan ppkm buruk sekali banget	2
2024-06-14 12:42:00+00:00	user_generated_602	ppkm membuat anak tidak bisa sekolah sungguh	2
2024-05-29 21:07:00+00:00	user_generated_772	ppkm merugikan rakyat kecil saja	2
2024-03-10 13:56:00+00:00	user_generated_846	ppkm membuat usaha tutup tersebut	2
2024-10-02 13:06:00+00:00	user_generated_1090	bangkrut gara gara ppkm 😭	2
2024-03-05 14:59:00+00:00	user_generated_1365	ppkm membuat banyak usaha bangkrut	2
2024-05-30 21:17:00+00:00	user_generated_581	ppkm menambah pengangguran 😭	2
2024-09-25 07:55:00+00:00	user_generated_1474	tidak adil kebijakan ppkm ini sungguh	2
2024-12-11 03:22:00+00:00	user_generated_788	masyarakat menderita akibat ppkm sungguh	2
2024-09-02 07:43:00+00:00	user_generated_1388	ppkm menambah pengangguran	2
2024-11-04 08:57:00+00:00	user_generated_376	ppkm merugikan ekonomi	2
2024-05-06 06:37:00+00:00	user_generated_314	ppkm hanya menyengsarakan rakyat kecil ini	2
2024-08-28 01:48:00+00:00	user_generated_442	ppkm bikin hutang numpuk	2
2024-08-17 20:42:00+00:00	user_generated_319	ppkm membuat usaha tutup	2
2024-04-12 06:47:00+00:00	user_generated_1478	ppkm merugikan rakyat ini	2
2024-08-27 00:50:00+00:00	user_generated_793	ppkm sangat buruk	2
2024-03-29 09:13:00+00:00	user_generated_1132	menolak kebijakan ppkm 😞	2
2024-07-08 17:06:00+00:00	user_generated_424	ppkm merugikan masyarakat sekali	2
2024-02-22 13:49:00+00:00	user_generated_553	tidak mendukung aturan ppkm	2
2024-07-08 12:46:00+00:00	user_generated_594	ppkm merugikan pedagang kecil	2
2024-09-15 19:07:00+00:00	user_generated_893	ppkm tidak adil	2
2024-07-21 01:46:00+00:00	user_generated_1481	tidak setuju ppkm diperpanjang	2
2024-08-15 12:29:00+00:00	user_generated_1217	hidup makin susah karena ppkm 😢	2
2024-05-24 16:29:00+00:00	user_generated_1164	tidak mendukung aturan ppkm	2
2024-02-14 12:53:00+00:00	user_generated_227	ppkm merugikan rakyat 😤	2
2024-06-24 23:47:00+00:00	user_generated_714	ppkm sangat buruk	2
2024-07-24 08:46:00+00:00	user_generated_810	ppkm bikin segalanya sulit	2
2024-09-11 10:24:00+00:00	user_generated_979	saya menolak ppkm	2
2024-09-09 02:38:00+00:00	user_generated_1075	menolak perpanjangan ppkm	2
2024-11-03 05:35:00+00:00	user_generated_66	ppkm tidak adil untuk pedagang	2
2024-12-30 05:28:00+00:00	user_generated_393	ppkm menyengsarakan pedagang	2
2024-11-04 15:47:00+00:00	user_generated_579	susah sekali karena ppkm	2
2024-12-26 17:03:00+00:00	user_generated_989	ppkm hanya menyengsarakan rakyat kecil	2
2024-11-04 06:31:00+00:00	user_generated_211	kebijakan ppkm sangat merugikan tersebut	2
2024-08-05 04:29:00+00:00	user_generated_1159	ppkm gagal mengatasi pandemi	2
2024-02-07 15:35:00+00:00	user_generated_781	ppkm gagal mengatasi pandemi ini	2
2024-02-14 21:55:00+00:00	user_generated_536	hidup makin susah karena ppkm	2
2024-02-17 09:01:00+00:00	user_generated_774	tidak mendukung aturan ppkm sungguh	2
2024-08-26 20:58:00+00:00	user_generated_661	ppkm tidak ada gunanya	2
2024-11-26 06:11:00+00:00	user_generated_85	ppkm menambah pengangguran 😢	2
2024-09-28 10:25:00+00:00	user_generated_1349	ppkm merugikan pedagang kecil	2
2024-08-12 04:33:00+00:00	user_generated_1216	ppkm membuat hidup semakin sulit	2
